Ticker:,Buy Date:,Seg:,3M inc:,6M inc:
$WMT,        12/15/2020,        D,        NaN,        NaN
$BABA,        12/14/2020,        L,        NaN,        NaN
$BBBY,        12/14/2020,        L,        NaN,        NaN
$DKS,        12/14/2020,        L,        NaN,        NaN
$HOME,        12/14/2020,        L,        NaN,        NaN
$LDL,        12/14/2020,        I,        NaN,        NaN
$LVS,        12/14/2020,        D,        NaN,        NaN
$MGM,        12/14/2020,        D,        NaN,        NaN
$NFLX,        12/14/2020,        D,        NaN,        NaN
$PIC,        12/14/2020,        L,        NaN,        NaN
$PTON,        12/14/2020,        D,        NaN,        NaN
$PXD,        12/14/2020,        L,        NaN,        NaN
$WYNN,        12/14/2020,        D,        NaN,        NaN
$ABBV,        12/11/2020,        D,        1.44%,       NaN
$ACN,        12/11/2020,        D,        8.36%,       NaN
$AZEK,        12/11/2020,        F,        32.2%,       NaN
$BABA,        12/11/2020,        L,        -8.97%,       NaN
$BMY,        12/11/2020,        L,        -0.61%,       NaN
$CHWY,        12/11/2020,        D,        2.54%,       NaN
$ELAN,        12/11/2020,        D,        19.13%,       NaN
$GIS,        12/11/2020,        D,        -2.01%,       NaN
$HPQ,        12/11/2020,        L,        31.29%,       NaN
$INSG,        12/11/2020,        I,        -21.22%,       NaN
$JBL,        12/11/2020,        D,        20.42%,       NaN
$JD,        12/11/2020,        L,        8.96%,       NaN
$NKE,        12/11/2020,        D,        2.75%,       NaN
$NVDA,        12/11/2020,        L,        -0.15%,       NaN
$CAKE,        12/10/2020,        L,        54.84%,       NaN
$CVS,        12/10/2020,        L,        0.68%,       NaN
$DIS,        12/10/2020,        L,        26.1%,       NaN
$EW,        12/10/2020,        I,        -4.33%,       NaN
$SFIX,        12/10/2020,        I,        -18.14%,       NaN
$TSLA,        12/10/2020,        D,        6.54%,       NaN
$BILL,        12/09/2020,        L,        12.68%,       NaN
$CLH,        12/09/2020,        L,        21.11%,       NaN
$COUP,        12/09/2020,        L,        -5.41%,       NaN
$CVX,        12/09/2020,        I,        21.07%,       NaN
$DXCM,        12/09/2020,        I,        8.86%,       NaN
$MTCH,        12/09/2020,        L,        5.99%,       NaN
$CHWY,        12/08/2020,        I,        -3.56%,       NaN
$ETSY,        12/08/2020,        D,        16.03%,       NaN
$HAIN,        12/08/2020,        I,        15.3%,       NaN
$LH,        12/08/2020,        L,        19.04%,       NaN
$NFLX,        12/08/2020,        D,        -3.77%,       NaN
$OKTA,        12/08/2020,        D,        -16.97%,       NaN
$PVH,        12/08/2020,        L,        16.44%,       NaN
$PYPL,        12/08/2020,        D,        4.22%,       NaN
$ROKU,        12/08/2020,        D,        6.88%,       NaN
$SNOW,        12/08/2020,        D,        -45.13%,       NaN
$TSLA,        12/08/2020,        D,        -13.37%,       NaN
$ZM,        12/08/2020,        D,        -24.53%,       NaN
$APG,        12/07/2020,        I,        18.78%,       NaN
$DPZ,        12/07/2020,        L,        -13.27%,       NaN
$LEN,        12/07/2020,        L,        15.45%,       NaN
$NOW,        12/07/2020,        I,        -12.98%,       NaN
$VRT,        12/07/2020,        L,        1.39%,       NaN
$AXP,        12/02/2020,        D,        13.83%,       NaN
$BA,        12/02/2020,        D,        -0.32%,       NaN
$CVX,        12/02/2020,        D,        13.99%,       NaN
$DIS,        12/02/2020,        D,        26.25%,       NaN
$EBS,        12/02/2020,        L,        21.17%,       NaN
$IPG,        12/02/2020,        L,        16.21%,       NaN
$PVH,        12/02/2020,        I,        22.6%,       NaN
$PXD,        12/02/2020,        D,        47.49%,       NaN
$UAL,        12/02/2020,        D,        13.87%,       NaN
$XPO,        12/02/2020,        I,        8.94%,       NaN
$AAPL,        12/01/2020,        D,        4.13%,       NaN
$CRM,        12/01/2020,        I,        -9.87%,       NaN
$FB,        12/01/2020,        D,        -7.55%,       NaN
$FDX,        12/01/2020,        D,        -8.92%,       NaN
$MU,        12/01/2020,        D,        41.26%,       NaN
$NFLX,        12/01/2020,        D,        9.13%,       NaN
$ROKU,        12/01/2020,        L,        47.11%,       NaN
$ZM,        12/01/2020,        D,        0.82%,       NaN
$AAPL,        11/30/2020,        D,        7.34%,       NaN
$CMI,        11/30/2020,        D,        13.76%,       NaN
$CVNA,        11/30/2020,        I,        24.66%,       NaN
$DELL,        11/30/2020,        I,        20.37%,       NaN
$FB,        11/30/2020,        D,        -4.35%,       NaN
$INFO,        11/30/2020,        I,        -6.98%,       NaN
$LIN,        11/30/2020,        D,        -1.92%,       NaN
$LMND,        11/30/2020,        L,        91.18%,       NaN
$NFLX,        11/30/2020,        D,        12.22%,       NaN
$OLN,        11/30/2020,        L,        45.55%,       NaN
$SPGI,        11/30/2020,        I,        -4.05%,       NaN
$TSLA,        11/30/2020,        F,        26.57%,       NaN
$CNC,        11/24/2020,        L,        -8.06%,       NaN
$CVX,        11/24/2020,        D,        2.9%,       NaN
$DXCM,        11/24/2020,        L,        31.51%,       NaN
$GE,        11/24/2020,        D,        19.62%,       NaN
$HPQ,        11/24/2020,        I,        24.69%,       NaN
$NIU,        11/24/2020,        D,        21.39%,       NaN
$PXD,        11/24/2020,        D,        25.25%,       NaN
$TGH,        11/24/2020,        D,        43.96%,       NaN
$AAPL,        11/23/2020,        D,        10.67%,       NaN
$AMN,        11/23/2020,        I,        19.37%,       NaN
$BA,        11/23/2020,        D,        0.64%,       NaN
$COST,        11/23/2020,        D,        -8.25%,       NaN
$CVX,        11/23/2020,        D,        8.09%,       NaN
$DIS,        11/23/2020,        D,        31.36%,       NaN
$FRT,        11/23/2020,        D,        8.09%,       NaN
$GPS,        11/23/2020,        D,        -5.26%,       NaN
$HON,        11/23/2020,        D,        -0.47%,       NaN
$LB,        11/23/2020,        D,        26.94%,       NaN
$M,        11/23/2020,        D,        46.78%,       NaN
$MA,        11/23/2020,        D,        2.6%,       NaN
$MCK,        11/23/2020,        D,        2.6%,       NaN
$NCLH,        11/23/2020,        D,        36.72%,       NaN
$NXPI,        11/23/2020,        D,        19.05%,       NaN
$PXD,        11/23/2020,        D,        33.46%,       NaN
$TSLA,        11/23/2020,        D,        36.92%,       NaN
$UAL,        11/23/2020,        D,        21.43%,       NaN
$ULTA,        11/23/2020,        D,        15.92%,       NaN
$UTZ,        11/23/2020,        I,        34.02%,       NaN
$V,        11/23/2020,        D,        0.08%,       NaN
$WMT,        11/23/2020,        D,        -8.77%,       NaN
$ADI,        11/20/2020,        D,        17.21%,       NaN
$AEO,        11/20/2020,        D,        45.16%,       NaN
$BA,        11/20/2020,        L,        4.44%,       NaN
$BBY,        11/20/2020,        D,        -2.0%,       NaN
$BMY,        11/20/2020,        L,        -0.96%,       NaN
$DE,        11/20/2020,        D,        16.12%,       NaN
$DELL,        11/20/2020,        D,        16.61%,       NaN
$DG,        11/20/2020,        D,        -3.52%,       NaN
$GPS,        11/20/2020,        D,        -4.97%,       NaN
$HRL,        11/20/2020,        D,        -5.27%,       NaN
$NCNO,        11/20/2020,        L,        1.59%,       NaN
$RMD,        11/20/2020,        I,        -5.28%,       NaN
$RTX,        11/20/2020,        L,        4.47%,       NaN
$VMW,        11/20/2020,        D,        -3.59%,       NaN
$WSM,        11/20/2020,        I,        18.31%,       NaN
$ZBRA,        11/20/2020,        I,        34.55%,       NaN
$COST,        11/19/2020,        D,        -6.65%,       NaN
$CSCO,        11/19/2020,        L,        12.34%,       NaN
$FREQ,        11/19/2020,        L,        123.98%,       NaN
$HD,        11/19/2020,        D,        3.69%,       NaN
$NOW,        11/19/2020,        D,        12.95%,       NaN
$OKTA,        11/19/2020,        D,        22.22%,       NaN
$PLUG,        11/19/2020,        L,        136.36%,       NaN
$PYPL,        11/19/2020,        D,        55.68%,       NaN
$RNG,        11/19/2020,        D,        41.59%,       NaN
$ROKU,        11/19/2020,        D,        78.73%,       NaN
$SQ,        11/19/2020,        D,        41.36%,       NaN
$TCS,        11/19/2020,        I,        45.66%,       NaN
$TGT,        11/19/2020,        D,        12.97%,       NaN
$TSLA,        11/19/2020,        D,        59.86%,       NaN
$TWLO,        11/19/2020,        D,        39.24%,       NaN
$WDAY,        11/19/2020,        I,        17.44%,       NaN
$WKHS,        11/19/2020,        L,        42.36%,       NaN
$WSM,        11/19/2020,        D,        23.06%,       NaN
$BHVN,        11/18/2020,        I,        -15.8%,       NaN
$CVNA,        11/18/2020,        L,        32.15%,       NaN
$DKNG,        11/18/2020,        L,        26.89%,       NaN
$F,        11/18/2020,        D,        30.84%,       NaN
$GE,        11/18/2020,        D,        23.02%,       NaN
$LAD,        11/18/2020,        L,        36.22%,       NaN
$PLUG,        11/18/2020,        F,        154.09%,       NaN
$TDOC,        11/18/2020,        I,        60.12%,       NaN
$TXN,        11/18/2020,        L,        17.72%,       NaN
$WYNN,        11/18/2020,        L,        26.96%,       NaN
$AMAT,        11/17/2020,        F,        59.14%,       NaN
$BA,        11/17/2020,        D,        3.39%,       NaN
$FB,        11/17/2020,        L,        -0.37%,       NaN
$HON,        11/17/2020,        D,        -0.92%,       NaN
$KLAC,        11/17/2020,        F,        39.42%,       NaN
$LRCX,        11/17/2020,        F,        37.01%,       NaN
$RIDE,        11/17/2020,        I,        1.66%,       NaN
$ROK,        11/17/2020,        I,        3.48%,       NaN
$COST,        11/16/2020,        D,        -6.79%,       NaN
$CRSR,        11/16/2020,        I,        32.32%,       NaN
$CVS,        11/16/2020,        D,        -4.0%,       NaN
$DIS,        11/16/2020,        D,        28.81%,       NaN
$DRI,        11/16/2020,        D,        17.12%,       NaN
$GLW,        11/16/2020,        D,        4.38%,       NaN
$HON,        11/16/2020,        D,        -2.47%,       NaN
$MCK,        11/16/2020,        D,        -1.56%,       NaN
$PANW,        11/16/2020,        I,        41.2%,       NaN
$UPS,        11/16/2020,        D,        -3.97%,       NaN
$VIAC,        11/16/2020,        L,        85.39%,       NaN
$WHR,        11/16/2020,        L,        4.03%,       NaN
$BILL,        11/13/2020,        I,        95.49%,       NaN
$FRT,        11/13/2020,        L,        10.76%,       NaN
$GOLD,        11/13/2020,        L,        -14.29%,       NaN
$GRWG,        11/13/2020,        I,        115.67%,       NaN
$HD,        11/13/2020,        D,        -0.04%,       NaN
$LHX,        11/13/2020,        L,        -3.5%,       NaN
$LOW,        11/13/2020,        D,        10.36%,       NaN
$NCLH,        11/13/2020,        L,        18.49%,       NaN
$NKE,        11/13/2020,        D,        11.9%,       NaN
$NVDA,        11/13/2020,        D,        14.69%,       NaN
$PANW,        11/13/2020,        D,        51.18%,       NaN
$SPG,        11/13/2020,        L,        46.28%,       NaN
$TGT,        11/13/2020,        D,        16.9%,       NaN
$TSLA,        11/13/2020,        D,        98.69%,       NaN
$VG,        11/13/2020,        L,        15.85%,       NaN
$WMT,        11/13/2020,        D,        -4.33%,       NaN
$WYNN,        11/13/2020,        L,        24.29%,       NaN
$AMD,        11/12/2020,        L,        12.84%,       NaN
$AYX,        11/12/2020,        I,        2.62%,       NaN
$BX,        11/12/2020,        L,        28.98%,       NaN
$COST,        11/12/2020,        L,        -5.21%,       NaN
$CRM,        11/12/2020,        L,        -5.09%,       NaN
$EL,        11/12/2020,        D,        13.99%,       NaN
$F,        11/12/2020,        I,        43.24%,       NaN
$NKE,        11/12/2020,        D,        12.49%,       NaN
$SYY,        11/12/2020,        I,        11.95%,       NaN
$WMT,        11/12/2020,        L,        -2.77%,       NaN
$AAPL,        11/11/2020,        F,        13.83%,       NaN
$AMD,        11/11/2020,        L,        11.85%,       NaN
$BABA,        11/11/2020,        L,        0.32%,       NaN
$CVS,        11/11/2020,        L,        5.73%,       NaN
$IDXX,        11/11/2020,        L,        10.99%,       NaN
$LMND,        11/11/2020,        I,        168.7%,       NaN
$RKT,        11/11/2020,        I,        0.9%,       NaN
$TMUS,        11/11/2020,        L,        -0.56%,       NaN
$TSLA,        11/11/2020,        L,        103.64%,       NaN
$ULTA,        11/11/2020,        I,        24.92%,       NaN
$AAPL,        11/10/2020,        D,        18.06%,       NaN
$BA,        11/10/2020,        D,        12.33%,       NaN
$BYND,        11/10/2020,        I,        35.26%,       NaN
